sentence,label
"@LindaStein Me too,I really hope the writers decide to give us an return to McDanno we all love w/o resentment &amp; animosity fingers crossed",anger
@janevans35 LOL I love my MacBook too. Oh and my iMac. Can't decide which I love more. OK 24&quot; iMac trumps 13&quot; MacBook,anger
"@leighsteinberg April th,  for me. Keep up the good work!! #sober #prouder",sadness
straightening my hair,love
Brexit to make the United Kingdom a 'sovereign and independent' country? I mean really...,surprise
Had a nice chat with an old frnd... its been a while since v talked  was fun...,love
I absolutely love having an anxiety attack halfway through a family meal,fear
Touch down! Brexit trip.. (at ) —   ,joy
@Darren @FatimaFatwa it would be a great opportunity to settle the globe down.. #fear does wonders..,fear
Eli in the ER  they pricked his finger for blood sugar and he was trying not to cry http://twitpic.com/67z2q,surprise
New work wellness challenge not going well.  I committed to not check email between 10 pm and 6 am.  Failed on first day.  Twice,sadness
How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,anger
It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable #unhappy,sadness
"@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a .am train. I hope you really, really enjoy that hotel, Shennan. #fuming",anger
@uuzoma Boss I see you as someone that is jovial and funny. Tho av not met u in person.,joy
@Elaminova sparkling water makes your life sparkly,joy
@tommcfly i am glad cos u wouldnt lose me as a fan anyway  i get to see you guys on saturday evening at leicester  it better be good!,surprise
@thevowel the DS version sucks,fear
"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY), how do we go about getting a refund please? #boiling",anger
why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud,anger
@jose3030 I didn't think anyone caught that,surprise
OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH #rage,anger
Lan Poker is so much fun!!!!  Someone help me remember ki compre chal raha hai abhi!!!!,surprise
Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,anger
I need to transform this : into this : I tried to use wrapAll with jquery,fear
@downseung I'm sorry about your loss... no one should ever give you shit for taking your time to mourn. No matter how long it takes.,sadness
A black female LEO?? was shot  times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,anger
"@Alleywater She's good. Trying to suss out chap 7 when I'm not working. Trying to suss out a lot of things, but meh, you know whatever!",surprise
Ever wake up and instantly feel happy?,joy
@Dina_Vinson no need to worry. I'll be by your side,surprise
@johnaugust @clmazin I was so looking forward to @ABCDesignated. Then it opened with a #stuartspecial. I literally yelled at my tv. #umbrage,anger
@MegMuphet I wasn't meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage,anger
It's an exhilarating feeling. Working hard and feeling accomplished whether they notice or not--- you feel fu*king good ??,joy
"@missamanda yeah, i'll take care of it tonight/tomorrow  just pay me on the night, easy",surprise
"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already  weeks. ",anger
Here are my tables. And here are my object classes I'm brand new to dapper and orm in general,sadness
@ykrahs @HaiderAlAbadi @HassanRouhani % of Iraqi political was fighting with Iran against Iraq in s % of terror in Iraq is Iranian,fear
@serendipity_ @zombiecalorie @Angel_Eyes I'm sensing a theme here tho lol #angry,anger
Still working in the database and trying to decide what I want to eat.,surprise
@StrangeFacesLA why doesn't this account follow me ,anger
@meryreino Really? Awesome..Im mad cuz my followers r goin down  *Take A Breath*,surprise
"I'm due for a big change! I've prayed on it, I think I deserve it #positivity ",joy
Forgot to eat dinner and now I'm furious with everything and everyone,anger
28ï¿½ in VanCity? Holy shizz. I will be home soon kids!,love
@RemiRockit sounds like my town,love
7pm and I'm just now leaving my desk.  And just last week I was on a safari. My how time flies.  What's good for the weekend? JBII,surprise
my sister is a douchebag,fear
Well my evaluation came back and i am minimally effective. Student test scores on the PARCC sunk my eval. it's time for me to quit teaching,sadness
@harowe this sad truth!,sadness
"@pureelite Thankss  Someone sent me another text this morning saying happy birthday, was from that number I told you about last night LOL",surprise
@YoungPharoh and added it to his collection. i was too much of a punk bitch to ask for it back.,anger
@Malarkey ok point taken.  I'll tell my team to stop our cynical championing of standards. Active-X is far better anyway,surprise
Liam is too distant makes me mourn ??,sadness
@love_Jamie I guess  ! I was really suprised..,love
woke up from bad dream.  grrrr,anger
@HaylieK can't do class tomorrow audition at 10am  but free from 11 to 3 if u wanna work out!,love
I've been using yui3 grids lately for my column layouts,fear
stuck in stupid Jeuno with flag up.  Wish I was in Windy fishing,anger
It's really sad when you can't order goods from china and the likes because of Internet fraudsters... What's this government really doing.,sadness
Fake people irritate me,anger
@thelast1uthink ZOMG SO CUTE MATT. shit thats a good movie,love
@globemartyk 'drunken patroons' make this whole situation much more jovial though.,joy
something incredibly terrible about my life is i'm  years old and still suffering through group projects..........,fear
@drunkafzayn @vogueszap yes it's shocking how islamophobic Indias are considering how many Muslims live there,fear
"@ShannonBeador we know the truth about her, the public is figuring it out. Her words mean nothing.  #unhappy #mean #troubled #vile #bully",fear
It's :am. I'm hungry but there is no food. #panic,fear
Chancellor George Osborne gives Brexit warning on visit to Harlow    #Harlow #Essex,joy
@Amaury_Polanco Hi I have uploaded 5 completely new Chinese Lessons on www.youtube.com/ChineseLearn Please feel free to watch and enjoy,love
Today celebrating two new people becoming australian citizens. I am hoping for a good dinner.,love
"Woop, have just bought the Elliot Minor album on itunes. Its finally working for me!!",surprise
A night where depression is winning... #depression #fml #help,sadness
Darn these allergies! I don't like this time of year because of this! I never used to have this problem either,love
@marisa_enbot Being with you makes me somewhat gloomy.,sadness
"@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate ",fear
"Last night, the Rev. Dr. Earl Johnson spoke to Wake Progressive #Democrats on transforming #moral #outrage into effective political #action.",anger
@jaimeotero_ how about saying something like 'if you're concerned about privacy use it only in incognito mode'. ,fear
"@TrixieStilletto Oh, sweetie, I'm so sorry.  That's the last thing you needed right now. *hugs*",love
On the way to Laser Vista ... lens implantation ... #LaserVista  #happy,fear
"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn't me.",fear
but BEFORE users press OK at confirmation activity showed by native system. I wanna,surprise
when you find out the initiative isn't even a thing ?? #revenge,anger
I'm awake. Anybody else awake? Wish I lived in the US since all the joy happens when I'm asleep!,surprise
HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER ! @BBNicole #BB sorry not sorry  #bbmichelle,anger
i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character???????????????????? #fuming,anger
"#heavyheart these last couple of days, who are the cause of this  #fear of losing someone close ? #amerikkka #kkkops #TerenceCrutcher",fear
@sfannah Ahhhhh  Well at least I'm up to!,sadness
I am using twitter as a coping mechanism for raging out at this kid oops?,anger
"@tommcfly Would love it if you guys toured here, really! Philippines tour?",love
Fosu Mensah is having a complete nightmare! It's the reason all Northamptons attacks come from the left.,fear
#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!,anger
Headed to MDW w/ layover in SLC. Got off for food. Wrong move. Bailed on my food &amp; barely made it. @SouthwestAir #WannaGetAway #Contest ,sadness
"@marjorielu MISS YOU, TOO!",love
is going home... I've seriously had enough,anger
@GrimsToyShow grim what the fuck going on with these dame fucking clowns takeing the gameing channel if I had a way to nj I would delete,sadness
"OMG, time to sleep, today was an horror, i really hope best weekends *---*..Goodnight buddies",surprise
"we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed",sadness
@girlsreallyrule Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds.,anger
This is a joke @SomersetCCC #fuming,anger
@TimesNow indian army crossed loc into pok to bust terror camp on th Sept night?,fear
Our soldiers in war zones are held to a higher level of rules of engagement than our police officers. ,sadness
THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP. #panic,fear
"@ruthwalford you may be right, but since year the bad events begin with B, I'm privately hoping we've got at least C-Z to go st ",joy
"@johnpopham Morning John, yes I do, however I have a diary clash and sadly can't attend!",surprise
Math quiz: If Meow =  but Allergies =   then Meow + Allergies = ?,fear
"@GaryED46 I'm supposed to be bug fixing, and I'm Twittering, too. It's not good enough. It's Twitter or work. Bug fixing will have to go.",surprise
